Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
NBEA	ENST00000379939.2	neurobeachin 	5	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.05	-0.05	0.47	2005, 2007, 2009, 2011
TIMP3	ENST00000266085.6	TIMP metallopeptidase inhibitor 3 	7421	2	1	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.05	-0.35	0.89	2005, 2007, 2009, 2011
ZNF292	ENST00000369577.3	zinc finger protein 292 	230	2	0	2	0	1	0	0	1	0	hsa-miR-181c-5p	-0.05	-0.10	0.86	2009, 2011
GFPT1	ENST00000357308.4	glutamine--fructose-6-phosphate transaminase 1 	1313	1	0	1	0	5	1	3	1	1	hsa-miR-181a-5p	-0.05	-0.29	0.85	2011
SLC25A12	ENST00000422440.2	solute carrier family 25 (aspartate/glutamate carrier), member 12 	566	1	0	0	1	2	1	1	0	1	hsa-miR-181a-5p	-0.05	-0.21	0.53	
CDS2	ENST00000460006.1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 	782	1	0	1	0	2	0	0	2	2	hsa-miR-181a-5p	-0.05	-0.25	0.45	2011
IGDCC3	ENST00000327987.4	immunoglobulin superfamily, DCC subclass, member 3 	464	2	0	1	1	0	0	0	0	0	hsa-miR-181a-5p	-0.05	-0.05	0.88	2007, 2009, 2011
THRA	ENST00000450525.2	thyroid hormone receptor, alpha 	547	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.05	-0.05	0.78	
FAM46C	ENST00000369448.3	family with sequence similarity 46, member C 	74	1	0	1	0	0	0	0	0	2	hsa-miR-181d-5p	-0.05	-0.15	0.50	2009, 2011
RP11-644F5.10	ENST00000550412.1	Uncharacterized protein  	265	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.05	-0.05	< 0.1	
NOTCH2	ENST00000256646.2	notch 2 	734	1	1	0	0	0	0	0	0	3	hsa-miR-181a-5p	-0.05	-0.06	0.74	2009, 2011
CHCHD4	ENST00000295767.5	coiled-coil-helix-coiled-coil-helix domain containing 4 	8	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.05	-0.14	0.67	
HIPK3	ENST00000303296.4	homeodomain interacting protein kinase 3 	933	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.05	-0.05	0.74	
LPGAT1	ENST00000366997.4	lysophosphatidylglycerol acyltransferase 1 	135	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.05	-0.07	0.22	2009, 2011
NDRG4	ENST00000258187.5	NDRG family member 4 	68	1	0	1	0	0	0	0	0	2	hsa-miR-181c-5p	-0.05	-0.08	0.22	
BRWD1	ENST00000342449.3	bromodomain and WD repeat domain containing 1 	96	3	0	3	0	3	1	1	1	3	hsa-miR-181a-5p	-0.05	-0.14	0.96	2007, 2009, 2011
CSNK1G1	ENST00000303052.7	casein kinase 1, gamma 1 	149	1	0	1	0	1	0	1	0	2	hsa-miR-181d-5p	-0.05	-0.05	< 0.1	2007, 2009, 2011
SERPINE1	ENST00000223095.4	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 	1508	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.05	-0.24	0.19	2009, 2011
PPP1R12B	ENST00000608999.1	protein phosphatase 1, regulatory subunit 12B 	18	1	1	0	0	1	0	1	0	2	hsa-miR-181a-5p	-0.05	-0.05	0.76	2005, 2007, 2009, 2011
CAMSAP1	ENST00000389532.4	calmodulin regulated spectrin-associated protein 1 	966	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.05	-0.05	0.65	2005, 2007, 2009, 2011
KCNN3	ENST00000271915.4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 	5	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.05	-0.05	< 0.1	2011
ASTN1	ENST00000361833.2	astrotactin 1 	9	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.05	-0.05	< 0.1	2009
PLEK	ENST00000234313.7	pleckstrin 	5	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.05	-0.05	< 0.1	2009, 2011
NME1	ENST00000511355.1	NME/NM23 nucleoside diphosphate kinase 1 	25174	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.05	-0.05	ORF	
ANKRD52	ENST00000267116.7	ankyrin repeat domain 52 	2913	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.05	-0.05	0.76	2009, 2011
SYT3	ENST00000338916.4	synaptotagmin III 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181b-5p	-0.05	-0.05	0.46	2005, 2007, 2011
EVX1	ENST00000222761.3	even-skipped homeobox 1 	7	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.05	-0.23	0.44	
MLEC	ENST00000228506.3	malectin 	12084	1	0	1	0	1	0	0	1	2	hsa-miR-181a-5p	-0.05	-0.05	0.21	
BEND4	ENST00000504360.1	BEN domain containing 4 	187	1	0	1	0	2	0	1	1	0	hsa-miR-181a-5p	-0.05	-0.05	0.49	
ZNF618	ENST00000288466.7	zinc finger protein 618 	778	2	1	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.05	-0.05	0.91	2007, 2009, 2011
MCUR1	ENST00000379170.4	mitochondrial calcium uniporter regulator 1 	129	1	1	0	0	0	0	0	0	2	hsa-miR-181d-5p	-0.05	-0.05	< 0.1	2011
FAXC	ENST00000389677.5	failed axon connections homolog (Drosophila) 	95	2	0	2	0	1	0	0	1	2	hsa-miR-181a-5p	-0.05	-0.21	0.79	
PTPN4	ENST00000263708.2	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) 	215	1	1	0	0	0	0	0	0	1	hsa-miR-181c-5p	-0.05	-0.07	0.76	
SALL3	ENST00000575389.2	sal-like 3 (Drosophila) 	64	1	0	1	0	0	0	0	0	0	hsa-miR-181b-5p	-0.05	-0.07	0.36	
KCTD16	ENST00000507359.3	potassium channel tetramerization domain containing 16 	36	2	0	2	0	2	0	0	2	2	hsa-miR-181a-5p	-0.05	-0.28	0.87	
EXOSC2	ENST00000372358.5	exosome component 2 	852	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.05	-0.09	0.36	
ASXL2	ENST00000435504.4	additional sex combs like 2 (Drosophila) 	139	1	1	0	0	2	2	0	0	1	hsa-miR-181a-5p	-0.05	-0.09	0.76	
ZFHX4	ENST00000521891.2	zinc finger homeobox 4 	194	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.05	-0.05	0.76	2007, 2009, 2011
SAMD4A	ENST00000392067.3	sterile alpha motif domain containing 4A 	449	1	0	1	0	0	0	0	0	3	hsa-miR-181d-5p	-0.05	-0.05	0.78	2011
CSRNP3	ENST00000314499.7	cysteine-serine-rich nuclear protein 3 	24	1	1	0	0	0	0	0	0	2	hsa-miR-181a-5p	-0.04	-0.04	0.14	2011
ATM	ENST00000452508.2	ataxia telangiectasia mutated 	26	1	1	0	0	2	0	2	0	1	hsa-miR-181a-5p	-0.04	-0.08	0.52	2011
CECR2	ENST00000400573.5	cat eye syndrome chromosome region, candidate 2 	46	1	1	0	0	2	0	2	0	3	hsa-miR-181a-5p	-0.04	-0.07	0.76	2009, 2011
C1GALT1	ENST00000223122.3	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 	44	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.04	-0.20	0.68	2011
KPNA1	ENST00000344337.6	karyopherin alpha 1 (importin alpha 5) 	1030	1	0	1	0	2	1	1	0	1	hsa-miR-181a-5p	-0.04	-0.08	0.78	2005, 2007, 2009, 2011
FAM105B	ENST00000284274.4	family with sequence similarity 105, member B 	247	1	1	0	0	4	0	3	1	2	hsa-miR-181d-5p	-0.04	-0.33	< 0.1	2011
SOX6	ENST00000316399.6	SRY (sex determining region Y)-box 6 	22	1	0	1	0	2	0	1	1	4	hsa-miR-181a-5p	-0.04	-0.12	0.84	2005, 2007, 2009, 2011
RUNX1	ENST00000344691.4	runt-related transcription factor 1 	182	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.04	-0.14	0.76	2011
CNTNAP2	ENST00000361727.3	contactin associated protein-like 2 	29	1	0	1	0	1	1	0	0	0	hsa-miR-181a-5p	-0.04	-0.06	0.78	2005, 2007, 2009, 2011
ROBO2	ENST00000461745.1	roundabout, axon guidance receptor, homolog 2 (Drosophila) 	22	1	0	1	0	3	0	0	3	1	hsa-miR-181d-5p	-0.04	-0.08	0.78	2007, 2009, 2011
NKAP	ENST00000371410.3	NFKB activating protein 	422	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.04	-0.08	0.64	
GAPVD1	ENST00000470056.1	GTPase activating protein and VPS9 domains 1 	1805	1	0	1	0	2	0	1	1	0	hsa-miR-181a-5p	-0.04	-0.18	0.88	2007, 2009, 2011
ATRNL1	ENST00000355044.3	attractin-like 1 	26	1	0	1	0	0	0	0	0	2	hsa-miR-181b-5p	-0.04	-0.04	0.41	2009
CHD9	ENST00000566029.1	chromodomain helicase DNA binding protein 9 	447	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.04	-0.04	0.74	2005, 2007, 2009, 2011
DTNA	ENST00000283365.9	dystrobrevin, alpha 	144	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.04	-0.04	0.44	2011
SLC25A36	ENST00000446041.2	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36 	264	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.04	-0.11	< 0.1	2011
ATP11A	ENST00000487903.1	ATPase, class VI, type 11A 	731	1	0	1	0	1	0	1	0	2	hsa-miR-181a-5p	-0.04	-0.04	0.78	2009, 2011
LMTK2	ENST00000297293.5	lemur tyrosine kinase 2 	51	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.04	-0.09	0.55	2009, 2011
ANKRD33B	ENST00000296657.5	ankyrin repeat domain 33B 	9	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.04	-0.10	0.39	2011
THBS2	ENST00000366787.3	thrombospondin 2 	372	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.04	-0.12	0.50	2011
ISPD	ENST00000407010.2	isoprenoid synthase domain containing 	12	1	1	0	0	0	0	0	0	3	hsa-miR-181c-5p	-0.04	-0.09	< 0.1	
MTF1	ENST00000373036.4	metal-regulatory transcription factor 1 	98	1	0	1	0	1	0	1	0	4	hsa-miR-181a-5p	-0.04	-0.04	0.76	2007, 2009, 2011
KIAA0226	ENST00000273582.5	KIAA0226 	89	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.04	-0.04	0.35	2009, 2011
RNF217	ENST00000521654.2	ring finger protein 217 	92	1	1	0	0	6	3	1	2	1	hsa-miR-181a-5p	-0.04	-0.24	0.75	
FOXK1	ENST00000328914.4	forkhead box K1 	368	1	0	1	0	1	1	0	0	2	hsa-miR-181a-5p	-0.04	-0.05	0.78	2007, 2009, 2011
UBA6	ENST00000322244.5	ubiquitin-like modifier activating enzyme 6 	169	1	0	1	0	1	0	0	1	2	hsa-miR-181d-5p	-0.04	-0.08	0.74	
C1orf50	ENST00000372525.5	chromosome 1 open reading frame 50 	1217	1	1	0	0	0	0	0	0	2	hsa-miR-181c-5p	-0.04	-0.35	< 0.1	2009
BCR	ENST00000305877.8	breakpoint cluster region 	5	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.04	-0.04	0.53	2007, 2011
TBC1D24	ENST00000567020.1	TBC1 domain family, member 24 	269	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.04	-0.12	< 0.1	2011
PROSER1	ENST00000352251.3	proline and serine rich 1 	145	1	0	1	0	2	0	1	1	0	hsa-miR-181a-5p	-0.04	-0.21	0.47	2009, 2011
SCML2	ENST00000398048.3	sex comb on midleg-like 2 (Drosophila) 	7	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.04	-0.17	0.43	2005, 2007
NEURL1B	ENST00000369800.5	neuralized homolog 1B (Drosophila) 	5	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.04	-0.04	0.56	2011
PPP1R3E	ENST00000452015.4	protein phosphatase 1, regulatory subunit 3E 	77	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.04	-0.05	< 0.1	
CCNB1	ENST00000256442.5	cyclin B1 	6970	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.04	-0.23	0.53	
PHC3	ENST00000495893.2	polyhomeotic homolog 3 (Drosophila) 	366	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.04	-0.07	< 0.1	2009, 2011
KIAA1244	ENST00000251691.4	KIAA1244 	169	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.04	-0.05	0.76	2011
ADAMTS1	ENST00000284984.3	ADAM metallopeptidase with thrombospondin type 1 motif, 1 	466	1	0	1	0	0	0	0	0	2	hsa-miR-181a-5p	-0.04	-0.06	0.38	2005, 2007, 2011
CCDC85A	ENST00000407595.2	coiled-coil domain containing 85A 	46	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.04	-0.04	0.57	2007, 2011
SYPL2	ENST00000369872.3	synaptophysin-like 2 	69	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.04	-0.04	0.27	2007
GID4	ENST00000268719.4	GID complex subunit 4 	79	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.03	-0.26	0.74	2005, 2007, 2009, 2011
GPR180	ENST00000376958.4	G protein-coupled receptor 180 	161	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.03	-0.04	0.31	
NACC2	ENST00000371753.1	NACC family member 2, BEN and BTB (POZ) domain containing 	172	2	1	1	0	0	0	0	0	2	hsa-miR-181a-5p	-0.03	-0.05	0.81	2011
FAM126B	ENST00000418596.3	family with sequence similarity 126, member B 	132	1	1	0	0	2	0	0	2	0	hsa-miR-181a-5p	-0.03	-0.05	0.75	2007, 2009, 2011
AP5M1	ENST00000261558.3	adaptor-related protein complex 5, mu 1 subunit 	198	1	0	1	0	3	1	2	0	1	hsa-miR-181a-5p	-0.03	-0.16	0.71	
CAMTA2	ENST00000358183.4	calmodulin binding transcription activator 2 	424	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.17	2005, 2007, 2009, 2011
PTPRE	ENST00000254667.3	protein tyrosine phosphatase, receptor type, E 	44	1	0	1	0	1	1	0	0	0	hsa-miR-181a-5p	-0.03	-0.10	0.41	2009, 2011
SP1	ENST00000426431.2	Sp1 transcription factor 	402	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.03	-0.05	0.34	2009, 2011
ARIH1	ENST00000379887.4	ariadne RBR E3 ubiquitin protein ligase 1 	671	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.03	-0.05	0.30	
CCDC6	ENST00000263102.6	coiled-coil domain containing 6 	193	2	0	1	1	0	0	0	0	2	hsa-miR-181a-5p	-0.03	-0.19	0.56	2005, 2007, 2009, 2011
PRRC2C	ENST00000367742.3	proline-rich coiled-coil 2C 	5	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.03	-0.03	0.40	2009, 2011
NUFIP2	ENST00000225388.4	nuclear fragile X mental retardation protein interacting protein 2 	440	1	0	1	0	1	0	0	1	2	hsa-miR-181d-5p	-0.03	-0.20	0.68	2009, 2011
TNIK	ENST00000436636.2	TRAF2 and NCK interacting kinase 	106	2	1	1	0	2	0	1	1	2	hsa-miR-181a-5p	-0.03	-0.17	0.93	
PIK3C2A	ENST00000265970.7	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha 	280	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.03	-0.04	0.39	2011
FBXO11	ENST00000402508.1	F-box protein 11 	359	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.12	0.71	2005, 2007, 2009, 2011
PTPN9	ENST00000306726.2	protein tyrosine phosphatase, non-receptor type 9 	644	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.03	-0.25	0.77	2005, 2007, 2009, 2011
CLMN	ENST00000298912.4	calmin (calponin-like, transmembrane) 	53	1	0	1	0	3	0	3	0	2	hsa-miR-181d-5p	-0.03	-0.18	0.74	2011
CSNK1G3	ENST00000360683.2	casein kinase 1, gamma 3 	28	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.14	0.68	2007, 2009, 2011
ETV6	ENST00000396373.4	ets variant 6 	44	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.03	-0.29	0.76	2011
PPARA	ENST00000396000.2	peroxisome proliferator-activated receptor alpha 	82	1	1	0	0	1	0	0	1	0	hsa-miR-181a-5p	-0.03	-0.04	< 0.1	2007, 2009, 2011
CBX5	ENST00000209875.4	chromobox homolog 5 	360	1	0	1	0	1	0	0	1	1	hsa-miR-181a-5p	-0.03	-0.14	0.79	2011
APBA1	ENST00000265381.4	amyloid beta (A4) precursor protein-binding, family A, member 1 	12	1	1	0	0	0	0	0	0	3	hsa-miR-181a-5p	-0.03	-0.03	0.76	2011
XYLT1	ENST00000261381.6	xylosyltransferase I 	159	1	1	0	0	0	0	0	0	3	hsa-miR-181a-5p	-0.03	-0.03	0.76	2007, 2009, 2011
HECW2	ENST00000260983.3	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 	28	1	1	0	0	0	0	0	0	2	hsa-miR-181a-5p	-0.03	-0.03	0.76	2009, 2011
TMEM132B	ENST00000299308.3	transmembrane protein 132B 	5	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.03	-0.03	0.76	2009, 2011
WSCD2	ENST00000332082.4	WSC domain containing 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.75	2005, 2007, 2009, 2011
TNS1	ENST00000171887.4	tensin 1 	591	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.75	2009, 2011
EPB41	ENST00000373798.1	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) 	53	1	0	1	0	1	0	0	1	1	hsa-miR-181a-5p	-0.03	-0.03	0.45	2009, 2011
CLOCK	ENST00000309964.4	clock circadian regulator 	86	1	0	1	0	0	0	0	0	2	hsa-miR-181a-5p	-0.03	-0.03	0.30	
NMNAT2	ENST00000294868.4	nicotinamide nucleotide adenylyltransferase 2 	18	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.27	2009, 2011
TRERF1	ENST00000541110.1	transcriptional regulating factor 1 	52	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	2011
ERMN	ENST00000410096.1	ermin, ERM-like protein 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	2011
HYOU1	ENST00000404233.3	hypoxia up-regulated 1 	29	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	2005, 2007, 2009, 2011
HLTF	ENST00000465259.1	helicase-like transcription factor 	127	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	
TRRAP	ENST00000359863.4	transformation/transcription domain-associated protein 	351	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	2009, 2011
KIAA2018	ENST00000316407.4	KIAA2018 	23	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	2009, 2011
MINK1	ENST00000347992.7	misshapen-like kinase 1 	1983	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.56	2005, 2007, 2009, 2011
ANK1	ENST00000289734.7	ankyrin 1, erythrocytic 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	2009, 2011
SLITRK4	ENST00000381779.4	SLIT and NTRK-like family, member 4 	86	1	0	0	1	1	1	0	0	0	hsa-miR-181a-5p	-0.03	-0.17	0.41	2011
MSI2	ENST00000284073.2	musashi RNA-binding protein 2 	283	1	0	1	0	2	0	1	1	0	hsa-miR-181a-5p	-0.03	-0.19	0.74	2005, 2007
CMPK2	ENST00000256722.5	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial 	13	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.04	0.24	2007
FBXO41	ENST00000295133.5	F-box protein 41 	175	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	2009, 2011
SLX4	ENST00000294008.3	SLX4 structure-specific endonuclease subunit 	48	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.41	
ITGA3	ENST00000007722.7	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) 	197	1	1	0	0	1	0	0	1	2	hsa-miR-181a-5p	-0.03	-0.04	< 0.1	2005, 2007, 2009, 2011
PSD3	ENST00000327040.8	pleckstrin and Sec7 domain containing 3 	133	1	0	1	0	1	0	1	0	3	hsa-miR-181a-5p	-0.03	-0.05	0.50	
TMEM135	ENST00000340353.7	transmembrane protein 135 	963	1	1	0	0	1	0	1	0	2	hsa-miR-181a-5p	-0.03	-0.17	< 0.1	2011
RAB11FIP2	ENST00000355624.3	RAB11 family interacting protein 2 (class I) 	449	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.10	2005, 2007, 2009, 2011
FAM178A	ENST00000238961.4	family with sequence similarity 178, member A 	130	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.03	-0.05	0.52	2005, 2007, 2009, 2011
ZBTB41	ENST00000367405.4	zinc finger and BTB domain containing 41 	33	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.03	-0.03	0.32	2007, 2009, 2011
PDE3A	ENST00000359062.3	phosphodiesterase 3A, cGMP-inhibited 	1182	1	1	0	0	0	0	0	0	2	hsa-miR-181a-5p	-0.03	-0.03	0.20	
QSER1	ENST00000399302.2	glutamine and serine rich 1 	34	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.76	2007, 2009, 2011
RAB3GAP2	ENST00000358951.2	RAB3 GTPase activating protein subunit 2 (non-catalytic) 	461	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.05	0.40	2011
PPP2R5E	ENST00000337537.3	protein phosphatase 2, regulatory subunit B', epsilon isoform 	23	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.03	-0.03	0.64	2009, 2011
TAOK1	ENST00000261716.3	TAO kinase 1 	164	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.03	-0.06	0.76	2011
HDAC9	ENST00000405010.3	histone deacetylase 9 	13	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.07	0.43	
SRGAP2	ENST00000414007.1	SLIT-ROBO Rho GTPase activating protein 2 	98	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	
SLC16A7	ENST00000261187.4	solute carrier family 16 (monocarboxylate transporter), member 7 	73	2	2	0	0	3	0	3	0	1	hsa-miR-181a-5p	-0.03	-0.12	0.14	
XPO7	ENST00000252512.9	exportin 7 	647	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.11	2009, 2011
CAND1	ENST00000545606.1	cullin-associated and neddylation-dissociated 1 	1568	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.03	-0.08	0.73	
CNKSR2	ENST00000379510.3	connector enhancer of kinase suppressor of Ras 2 	85	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.68	2011
TULP4	ENST00000367094.2	tubby like protein 4 	93	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	2005, 2007, 2009, 2011
TANC2	ENST00000424789.2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	155	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.23	2009, 2011
IL6ST	ENST00000381287.4	interleukin 6 signal transducer (gp130, oncostatin M receptor) 	213	1	0	1	0	0	0	0	0	3	hsa-miR-181a-5p	-0.03	-0.07	< 0.1	
CNOT2	ENST00000229195.3	CCR4-NOT transcription complex, subunit 2 	1189	1	0	1	0	3	0	2	1	2	hsa-miR-181a-5p	-0.03	-0.37	0.78	2007, 2009, 2011
CEP350	ENST00000367607.3	centrosomal protein 350kDa 	705	1	1	0	0	0	0	0	0	3	hsa-miR-181a-5p	-0.03	-0.03	< 0.1	2009, 2011
BMPR2	ENST00000374574.2	bone morphogenetic protein receptor, type II (serine/threonine kinase) 	287	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.03	-0.06	0.58	2005, 2007, 2009, 2011
SHROOM3	ENST00000296043.6	shroom family member 3 	2841	1	0	0	1	1	0	1	0	1	hsa-miR-181a-5p	-0.03	-0.04	0.39	2007
ACAN	ENST00000439576.2	aggrecan 	165	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.10	2009, 2011
MAP1A	ENST00000382031.1	microtubule-associated protein 1A 	223	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.03	-0.03	0.60	2005, 2007, 2009, 2011
WDFY3	ENST00000322366.6	WD repeat and FYVE domain containing 3 	596	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.02	-0.07	0.70	2011
CLUH	ENST00000570628.2	clustered mitochondria (cluA/CLU1) homolog 	125	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.02	-0.03	0.54	2005, 2007, 2009, 2011
STXBP5	ENST00000367481.3	syntaxin binding protein 5 (tomosyn) 	555	1	0	1	0	3	0	3	0	0	hsa-miR-181a-5p	-0.02	-0.10	0.51	
KCTD10	ENST00000228495.6	potassium channel tetramerization domain containing 10 	147	1	0	1	0	2	0	2	0	0	hsa-miR-181c-5p	-0.02	-0.14	0.59	2011
SLC7A11	ENST00000280612.5	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 	61	2	2	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.02	-0.10	< 0.1	2009, 2011
ZNF280B	ENST00000360412.2	zinc finger protein 280B 	7	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.02	-0.03	< 0.1	2011
OSBPL8	ENST00000393249.2	oxysterol binding protein-like 8 	141	1	0	1	0	1	0	1	0	1	hsa-miR-181c-5p	-0.02	-0.26	0.81	2005, 2007, 2009, 2011
WDR37	ENST00000358220.1	WD repeat domain 37 	107	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.02	-0.03	0.78	2005, 2007, 2009, 2011
PIAS1	ENST00000249636.6	protein inhibitor of activated STAT, 1 	368	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.02	-0.17	0.76	
PI4K2A	ENST00000370649.3	Phosphatidylinositol 4-kinase type 2-alpha; Uncharacterized protein  	1489	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.02	-0.02	0.67	
